"species","IUCN_category","area_global","pa_count","pa_quality_mean","mhw_freq","mhw_total_days","mhw_max_int","mhw_mean_int","mhw_cum_int","slope_intensity","slope_freq","slope_cum","slope_max","slope_total","dem_mean","dem_range","order","adult_mass_g","brain_mass_g","trophic_level","det_diet_breadth_n","habitat_breadth_n","activity_cycle","foraging_stratum","fossoriality","hibernation_torpor","max_longevity_d","litter_size_n","litters_per_year_y","generation_length_d","density_n_km2","Exposure","IUCN_num","Trait_sensitivity","Sensitivity","Suitability","Risk_index","Risk_level"
"Abditomys latidens","DD",9.3177643267942e-06,0.25,0.787325456498389,0.661463628330427,0.644852780101095,0.439444474979851,0.0871085342539342,0.1257823964978,0.460951380513636,0.259490967318026,0.247782558970101,0.323076721289197,0.341689695474399,0.231984178107871,0.22811053922521,"Rodentia",8.27081199979417e-05,0.000604134960509735,0,0,0,1,"Ar",2,0,782.121999974081,2.02755166666668,2.31851000000001,732.39950333362,1216.00177712076,0.359164313772847,NA,0.000137368616101535,0.000137368616101535,0.299485898319159,3.45618980149775e-05,"Very low"
"Acerodon celebensis","VU",0.0020919448145279,0.875,0.356197327852004,0.821558580194649,0.827566303089468,0.490926040619611,0.0886745573365557,0.184145467945323,0.467100139325748,0.675096324768136,0.378691031676462,0.439504012748766,0.711911693126977,0.145353308814589,0.362870579800611,"Chiroptera",0.000118965903903618,0.000988873153862611,0,0,0.142857142857143,1,"Ar",2,0,4787.68015942764,0.98,1.04373,2363.95593532792,719.159134580195,0.50851741508317,0.5,0.0287929963829818,0.264396498191491,0.348302632256346,0.0876208569543309,"Very high"
"Acerodon humilis","EN",1.09893628265564e-05,0.125,0.571428571428571,0.870414351228921,0.88271092035646,0.481177139277529,0.0317960845480781,0.125064624715345,NA,0.95709107503592,0.405869750013803,NA,1,0.0466291761165329,0.0289438508768712,"Chiroptera",0.000108900680979567,0.000858059587567339,0,0,0,1,"Ar",2,0,4886.84143330717,1.031905,1.949125,1685.58903667871,821.062346564405,0.594265493147007,0.75,0.000193392053709381,0.375096696026855,0.15440251755696,0.188489617503367,"Very high"
"Acerodon jubatus","EN",0.00184085757905821,0.875,0.64632088458635,0.630250363222796,0.672783335224445,0.540691343567759,0.0890981632963895,0.145869005311841,0.415921980307807,0.357857990777298,0.27132510560624,0.345462301060167,0.412614371167259,0.101177980632305,0.233343507020011,"Chiroptera",0.000337040557938443,0.00182301749902811,0,0,0,1,"Ar",2,0,7148.61472923735,1,1,3650,574.375474694876,0.3881873959542,0.75,0.000432011611393311,0.375216005805697,0.371536645963545,0.0915382794328039,"Very high"
"Acerodon leucotis","VU",0.000151216395657988,0.5,0.930959413840724,0.593671963170537,0.729114788639912,0.50354581260189,0.064864906434134,0.135976764222149,NA,0.253947010931353,0.218477957107481,NA,0.311696178111653,0.0753489091808323,0.0967420930494295,"Chiroptera",0.000108788879675875,0.000830575816101038,0,0,0,1,"Ar",2,0,3998.00164581447,1.06635571428572,1.94973,1460,896.564500997188,0.351411922652389,0.5,0.000187872939155383,0.250093936469578,0.320640326493329,0.0597061981912983,"High"
"Acerodon mackloti","VU",0.000885107142667425,0.875,0.621946780589667,0.619915786071319,0.714221452048009,0.509513394632445,0.0839327520992581,0.139149682658714,0.38575492129902,0.25981825566266,0.271167475497048,0.326295768740772,0.386517583468609,0.115087465050967,0.288247857192467,"Chiroptera",0.00014477026591409,0.000981483836981597,0,0,0.142857142857143,1,"Ar",2,0,4720.9023957913,0.98,1.630305,1825,789.75291329292,0.369628707217785,0.5,0.0287966793920077,0.264398339696004,0.380233441995154,0.0605693001219821,"High"
"Acinonyx jubatus","VU",0.284474809678799,1,0.764425468933486,0.657834759953336,0.832870553517096,0.811666637954022,0.282990488383878,0.354535524597865,0.520996856441883,0.213061892171991,0.467477049144305,0.435251693899513,0.413386471159382,0.172233633265495,0.83726107833152,"Carnivora",0.0157068875158978,0.0232174252602419,1,0,0.428571428571429,3,"G",1,0,7482.5,3.04,0.7,2190,0.0214569720825,0.499007192722327,0.5,0.293499148269514,0.396749574134757,0.61167899804186,0.0768801380404228,"High"
"Acomys cilicicus","DD",1.77212499942634e-07,0,NA,0.429664813158672,0.563393262901655,0.606105825962454,0.22368797700587,0.197144093507361,0.353340272477242,0.0934149175072389,0.366250125220682,0.435397099870291,0.389886398067758,0.0735591729543983,0.0436194978468596,"Rodentia",1.4357150749117e-05,0.000198836190875539,0.5,0.25,0.142857142857143,2,"G",1,0,1460,2.75122166666666,3.22234,605.532370258592,1415.79057823083,0.365828478567923,NA,0.178614067239754,0.178614067239754,0.0292947120034395,0.0634279341026676,"High"
"Acomys dimidiatus","LC",0.0184824668337935,1,0.638987102206784,0.706054058031156,0.801823723849001,0.823121482041481,0.21484102055182,0.269877355718952,0.535822445866779,0.307988025496786,0.475684611373646,0.449483585161792,0.523663412016675,0.173571541898735,0.455811870968117,"Rodentia",1.34875850537346e-05,0.000206371802991875,0.5,0.5,0.571428571428571,2,"G",1,0,2731.416666545,2.47,3.5,699.725381016584,3558.19529225786,0.510835972010809,0,0.314329686163323,0.157164843081662,0.457370596381486,0.0435652487729296,"High"
"Acomys nesiotes","DD",0.00010995605167584,0.75,0.879094147287944,0.652993806274228,0.770023334074021,0.606996703348384,0.223206921914358,0.263297837141129,0.545160923188487,0.200450226873807,0.428034783293363,0.495347775928757,0.449779210215073,0.093238838399332,0.178980049181382,"Rodentia",1.34875850537346e-05,0.000179671371642093,0.5,0.25,0,2,"G",1,0,2731.416666545,2.47,3.5,697.612896649795,2982.47756300113,0.463529152225161,NA,0.150038631791339,0.150038631791339,0.380284598184067,0.0430995204435262,"High"
"Acomys russatus","LC",0.00832464591159018,1,0.736228350622169,0.722172790661531,0.78946003943185,0.766981742829472,0.19983286899546,0.253533300720533,0.598657835151316,0.364588592127075,0.503499406158892,0.528190612222353,0.580821385180471,0.222014167481499,0.455811870968117,"Rodentia",1.65046674575346e-05,0.000203254117652645,1,0.5,0,2,"G",1,0,1825,2.5,3.84796,689.867110291702,2800,0.530773857347895,0,0.300043951757022,0.150021975878511,0.484475806996675,0.0410500278600139,"Medium"
"Aeretes melanopterus","LC",0.000439168113429094,0.25,0.994450698893129,0.678532303823655,0.648874730045953,0.240757861587475,0.346518987578517,0.316590331157565,0.717157397570328,0.278560293339761,0.47379935886314,0.536716649338439,0.384844553036302,0.620903002478409,0.563098564470627,"Rodentia",7.59827826620346e-05,0.000880225295871044,0,0.5,0,1,"Ar",2,0,2479.0982500314,2.639755,1.574335,1280.94170069573,223.819598294616,0.462235246634114,0,0.100191241615707,0.0500956208078533,0.485778286791119,0.0119072982652151,"Very low"
"Aeromys tephromelas","DD",0.0042959761111785,1,0.357233384174777,0.652860569265402,0.615560694472824,0.575767683978329,0.116162903256749,0.157873715058788,0.453076332936797,0.464205462797864,0.305894770962052,0.361535059731497,0.462936982733956,0.0947263100951567,0.25173144025501,"Rodentia",0.000368084053263595,0.00207427588847544,0.5,0.5,0,1,"Ar",2,0,4327.87647916855,1.035,1.574985,1954.95807679513,129.65366904158,0.416587417519426,NA,0.200488471988348,0.200488471988348,0.341597422127224,0.0549904251068936,"High"
"Aeromys thomasi","LC",0.00529265586913715,1,0.207725420421283,0.615709193376629,0.502395899855757,0.564168001115584,0.107245059048922,0.115663552899029,0.372966418029376,0.549063382481342,0.326995234264102,0.287188837677919,0.511425857210533,0.108624590586433,0.252310076664948,"Rodentia",0.000443608939499324,0.00205497244475306,0,0.5,0.142857142857143,1,"Ar",2,0,4436.81498749179,1.18922,1.62434,1961.83184646353,124.107252016819,0.395282143595919,0,0.129071144848279,0.0645355724241395,0.31479054870836,0.0174795282451695,"Very low"
"Aethalops aequalis","LC",0.00110319816301985,0.625,0.272937322182947,0.590055504347728,0.457490585901734,0.526577791011969,0.11216472156737,0.108956568322223,NA,0.520900890896847,0.302853046016329,NA,0.461697943744148,0.171145011902767,0.238923234069067,"Chiroptera",3.76708281606726e-06,0.000228074654007338,0,0,0.142857142857143,1,"Ar",2,0,7279.7711930706,0.995,1.16096,2495.97252290001,1987.03190136325,0.385087131476044,0,0.0286177969187933,0.0143088984593966,0.26182175326356,0.00406748959507981,"Very low"
"Aethalops alecto","LC",0.000943312068611951,1,0.758714399183024,0.612634437392572,0.541604034431199,0.458685679814455,0.11489413804773,0.132900866291215,0.440609969012462,0.349077958264992,0.259596828961079,0.344878194879263,0.348157102569043,0.214551961952988,0.337013155776742,"Chiroptera",4.10869791068177e-06,0.000124895380859066,0,0.25,0,1,"Ar",2,0,3840.66761139626,0.99,1.621845,1829.30062209464,1809.52659435651,0.360303920966401,0,0.050025800815754,0.025012900407877,0.462244565796273,0.00484638431019306,"Very low"
"Ailuropoda melanoleuca","VU",0.000410423623281646,0.375,0.988404638144741,0.690942632527442,0.667471997632809,0.301816865021333,0.317204516673358,0.297629765593373,0.726128334885197,0.219317314644218,0.409287228386862,0.526078006339396,0.329666182728425,0.491649903063714,0.410695084431858,"Carnivora",0.0364901535986248,0.0490150924013155,0,0,0,2,"G",1,0,13432,1.54,0.7,5246.699416657,0.18,0.448554284443241,0.5,0.0171010491999881,0.258550524599994,0.453232009852719,0.0634108411202158,"High"
"Ailurops melanotis","CR",9.98615319649704e-07,0,NA,0.1589865325891,0.143070538540916,0.429687624090744,0.000115452432299736,0.0121842589779522,NA,0.221790655044818,0.189037829557299,NA,0.256641376740048,0.00761230331325201,0.0266731169504596,"Diprotodontia",0.00217336454871281,0.00355646977716781,0,0,0,1,"Ar",2,0,2156.541666545,1.5,1.5,1761.64265472981,257.332241034983,0.176439283496647,1,0.00114596686517612,0.500572983432588,0.00857160471975783,0.0875636880753489,"Very high"
"Ailurops ursinus","VU",0.00213061372048457,0.875,0.357673158637834,0.818936155200353,0.82616674925964,0.492694614266658,0.0893846735234042,0.184257431786881,0.433528420236391,0.668112531416981,0.377849999166829,0.41669908143393,0.706276351357282,0.144371753944329,0.339636125388961,"Diprotodontia",0.00217336454871281,0.00369153175857785,0,0,0.142857142857143,3,"Ar",2,0,2156.541666545,1.5,1.5,1792.57782193019,305.871707826696,0.501390600764835,0.5,0.0297444078328867,0.264872203916443,0.343762330338322,0.0871512719263737,"High"
"Ailurus fulgens","EN",0.00401912280653388,0.875,0.891255546921006,0.733527659222312,0.669957028704313,0.248213288825382,0.241180595520597,0.246577866173847,0.566381997191072,0.301019717207229,0.386133477936396,0.433595718211953,0.392073895763644,0.600284436978108,0.713711642789522,"Carnivora",0.00147384242506245,0.00856867524021862,0,0,0,2,"G",1,0,6935,2,1,3650,17.654161323854,0.421866124475674,0.75,0.00200850353305621,0.376004251766528,0.616854149899034,0.0607759190786464,"High"
"Alces alces","LC",0.273971189043011,1,0.596176403764841,0.721621629529399,0.758523341757946,0.4323062971146,0.686360599224579,0.66852055307819,0.67491163622493,0.167193503269071,0.542582523406134,0.570190669264941,0.283720046612482,0.139451772308173,0.5915607002037,"Cetartiodactyla",0.111723114208047,0.0858318657751345,0,0,0.142857142857143,2,"G",1,0,9855,1.28,1.1175,3566.17565,0.648212121212121,0.550593079948227,0,0.0680824245680649,0.0340412122840325,0.520232013063945,0.00899222225255739,"Very low"
"Alionycteris paucidentata","LC",7.60939313470492e-05,0.25,0.850727855909203,0.601686317896068,0.598024792104616,0.472983528175363,0.0955224142328994,0.143117767525152,NA,0.450316605876996,0.270776443742852,NA,0.440681245092246,0.244358948055987,0.165749575040601,"Chiroptera",4.4937912900654e-06,0.000117470812300286,0,0,0,1,"Ar",2,0,3456.60670306555,0.999985000000007,1.62115,1813.99620686686,1897.15124925988,0.384138639330774,0,2.43929207180703e-05,1.21964603590351e-05,0.302182494587428,3.26936690633183e-06,"Very low"
"Allactaga balikunica","LC",0.00278324146084864,0.75,0.637429141442593,0.744004210086362,0.706665095943953,0.599125485332813,0.475726300314446,0.441762967455477,0.597726811264863,0.275635906529086,0.545357386616864,0.520032418225143,0.376228121657862,0.286028125628389,0.480537073297787,"Rodentia",2.19658505837129e-05,0.000263204469726395,0.5,0.5,0.142857142857143,1,"G",1,0,30.416666545,2.52,1.989705,785.752240783332,892.282191071061,0.528226470342687,0,0.228628462635491,0.114314231317745,0.431355516365923,0.0343369164306854,"Medium"
"Allactaga bullata","LC",0.0185499946366638,0.875,0.739655278463106,0.76199302032634,0.701591932922247,0.56844779130635,0.500399384197283,0.458900671915224,0.628591461969087,0.284362368854941,0.565256820387779,0.550816040041192,0.376572852645624,0.306741553448933,0.636868000176948,"Rodentia",2.19658505837129e-05,0.000264234775728021,0.5,0.5,0.142857142857143,1,"G",1,0,30.416666545,2.52,1.9391,795.553446349988,948.809838075491,0.539693234456607,0,0.228628668696691,0.114314334348345,0.51536296534513,0.0298995233036447,"Medium"
"Allactaga firouzi","DD",1.5579735729294e-05,0,NA,0.573238314337218,0.925204793074272,0.622811613708376,0.265948794280122,0.42449888378284,0.913226626928626,0.166793715574368,0.750833992539393,0.66093993709355,0.571820687862505,0.446708058298187,0.0869951661113681,"Rodentia",2.81428726126971e-05,0.000293176872023335,0,0.5,0.142857142857143,1,"G",1,0,1303.9548958037,3.98312333333333,1.966075,689.549399650062,1220.80210000075,0.587531735918127,NA,0.128635692520356,0.128635692520356,0.133429701036321,0.0654932615954556,"High"
"Allactaga hotsoni","LC",0.00590170332142239,0.375,0.902926710244129,0.690956908233648,0.844474642502185,0.852954621151217,0.274807324736724,0.35504295445112,0.640401470133188,0.201374264274248,0.560707159511552,0.51033389660906,0.463810216472134,0.235324598277714,0.374129818301624,"Rodentia",2.3208087291402e-05,0.000304510084279658,0,0.5,0.285714285714286,1,"G",1,0,879.041666545,3.81809333333333,1.949665,724.240182458347,1116.6598263203,0.539486345807508,0,0.157208400777171,0.0786042003885857,0.378656566028978,0.0263486230733137,"Low"
"Allactaga major","LC",0.0509738583403035,1,0.698138072724877,0.753202550136874,0.760744461205569,0.624553167215063,0.559814518516955,0.545983673480437,0.556991866145855,0.15766275748034,0.463815665117,0.430163841199684,0.28692163184283,0.115388778619548,0.64283763621024,"Rodentia",0.000108146022179646,0.000722163678109744,0,0.5,0.142857142857143,1,"G",1,0,2761.833333455,3.745,1.68084,974.861376867497,944.116056119083,0.513985413234061,0,0.128737490511486,0.0643687452557432,0.501467669178994,0.0164937408227767,"Very low"
"Allactaga severtzovi","LC",0.0083785919886773,0.875,0.700738973041081,0.728232254212646,0.793296350291277,0.788927520187751,0.472322700729372,0.492508204973962,0.517776145751935,0.148074315148351,0.52897316785134,0.424246095217312,0.332780817687816,0.0811281455060962,0.372559827556721,"Rodentia",4.88292193874902e-05,0.000432569368131378,0,0.5,0,1,"G",1,0,1213.625,3.93,2.05809,699.970890583331,1252.11801185931,0.522713757205176,0,0.100096279717504,0.0500481398587519,0.407561107618515,0.015498705724502,"Very low"
"Allactaga sibirica","LC",0.0642056684641714,1,0.672113574511503,0.750347112643937,0.71582885034927,0.571705330805757,0.519917022445221,0.4841137583682,0.588310673878514,0.221769712344699,0.515974049249747,0.487266695564579,0.33233565029509,0.235863144447485,0.686992592491219,"Rodentia",3.59410135452155e-05,0.000692637259867786,1,0.25,0.142857142857143,1,"G",1,0,1642.5,3.44,1,845.645331589791,1683.10084827689,0.518756885594501,0,0.278717144226111,0.139358572113056,0.531834995982876,0.0338451550934454,"Medium"
"Allactodipus bobrinskii","LC",0.00327152079157716,0.625,0.571255216136901,0.738420109611891,0.788658530275459,0.776638565099889,0.490916122285597,0.506344394635628,0.517442252025081,0.121883353847481,0.486096837796894,0.431923895945096,0.297359849378662,0.0617659150155386,0.0726790867430519,"Rodentia",1.96366567567958e-05,0.000289436161366423,0.5,0.5,0,1,"G",1,0,1229.4842499854,5.15,1.947825,722.729694533319,1394.6322641723,0.515568391090168,0,0.200061814563625,0.100030907281812,0.266794347737414,0.0378134493458244,"Medium"
"Allocricetulus curtatus","LC",0.0158056815612351,1,0.536015150299537,0.750480616711879,0.686260402293318,0.5118300170182,0.549445772022606,0.490528363036329,0.641994932546336,0.291409951568114,0.586620167059284,0.594054929063842,0.37791482528865,0.310803858376573,0.368898699989711,"Rodentia",8.98447698836157e-06,0.000241797638866545,0,0.25,0,2,"G",1,0,879.041666545,5.19,2,538.662446942251,1509.17556257605,0.548053997660856,0,0.050050156423171,0.0250250782115855,0.446304678045411,0.00759398347414182,"Very low"
"Allocricetulus eversmanni","LC",0.0210758400730591,0.75,0.582648833238474,0.757621207914957,0.759971142588299,0.630112067348038,0.58227744172371,0.563684615764305,0.549816294254612,0.146046461705473,0.441795616505616,0.41944128408528,0.271271058841634,0.108186356054787,0.433985183803029,"Rodentia",3.53379076236325e-05,0.000320128842634588,0.5,0.5,0.285714285714286,2,"G",1,0,970.291666545,4.99,2,528.133598317948,2162.99868457991,0.512203719073192,0,0.257213950492909,0.128606975246454,0.37917924263387,0.040895307758586,"Medium"
"Alticola albicaudus","DD",0.000950820038573905,0.375,0.659018433179723,0.71011682232237,0.905885325663896,0.151526373623864,0.357328660134554,0.494759245545046,0.712861311247731,0.193984053188264,0.657757787027652,0.635987348628677,0.491141831779528,0.926862356550959,0.467574056091985,"Rodentia",1.01739186359739e-05,0.000144332740896352,0,0,0.142857142857143,2,"G",1,0,945.277000044537,2.79131583333334,3.32532,438.920421275347,1218.72865693384,0.531134875916158,NA,0.028602329903335,0.028602329903335,0.485881133172248,0.00781033698986431,"Very low"
"Alticola argentatus","LC",0.0163773021736039,0.875,0.59609935866756,0.756370571627679,0.761965031911102,0.429220830945848,0.400082702298152,0.415153947778227,0.540947059070796,0.189285106194968,0.487060872235066,0.434861393252407,0.337272997082161,0.449088529501859,0.810671142187025,"Rodentia",1.11552856350483e-05,0.000131593798481319,0,0,0.285714285714286,2,"G",1,0,1183.208333455,4.435,3,404.063633542005,2598.56693410728,0.475222051239641,0,0.0571714069596804,0.0285857034798402,0.549447266506009,0.00612055912917606,"Very low"
"Alticola barakshin","LC",0.00268062210827664,0.625,0.589471603145314,0.752201898910645,0.736815450619136,0.378189770137924,0.474335259697659,0.465302819800292,0.628110725326568,0.239549074738541,0.559569813125213,0.519346727606921,0.376707569659193,0.438932496875836,0.330234379330159,"Rodentia",1.38163467374968e-05,0.000203556171266848,0,0,0.142857142857143,2,"G",1,0,831.476083364849,3.01463000000002,3.165955,517.795434003317,1276.54535699413,0.513012910962209,0,0.0286149030750294,0.0143074515375147,0.397263820291917,0.00442402772260902,"Very low"
"Alticola lemminus","LC",0.0245312909608042,0.875,0.60039049039491,0.730729634100227,0.795295862775327,0.324493157079483,0.710255412058439,0.719785743922569,0.786212504199113,0.167336967099784,0.656108544401029,0.718140311548951,0.318861274228733,0.155759495268678,0.304343572244551,"Rodentia",1.38163467374968e-05,0.00020821070594853,0,0,0,3,"G",1,0,941.952458365215,3.31495437500001,2.802525,505.53302325885,1131.73894734408,0.592721941141366,0,4.44054105372053e-05,2.22027052686026e-05,0.392004969773789,8.00123318138567e-06,"Very low"
"Alticola macrotis","LC",0.00449822799818882,0.875,0.624449938600081,0.771415435221071,0.717214538607221,0.279068305222142,0.524188242630721,0.480222053916393,0.642557950251796,0.21415713807361,0.483445929599155,0.553182092183672,0.307638769580297,0.39385182751915,0.378196138136115,"Rodentia",1.06304406260497e-05,0.000163239313514376,0,0,0,3,"G",1,0,941.161625036505,2.70961500000001,3.551045,488.51706391696,1371.24891999515,0.497309045528608,0,3.47739508280852e-05,1.73869754140426e-05,0.455199226450707,4.71072892916308e-06,"Very low"
"Alticola montosa","VU",0.000231641117731888,0.375,0.551113210889979,0.893878397105309,0.857741848093822,0.273049420570762,0.327376324110799,0.402528768864074,0.592197899609548,0.231053309924624,0.535085352582251,0.497349412923365,0.435602834511055,0.706675385411769,0.499835667391869,"Rodentia",1.06304406260497e-05,0.000134461635422617,0,0,0.142857142857143,2,"G",1,0,1117.03383337106,4.87,10,421.91824630856,3922.66309923129,0.504586356829561,0.5,0.0286004469866383,0.264300223493319,0.42657118096227,0.0764737786707629,"High"
"Alticola olchonensis","EN",1.59609795004731e-05,0,1,0.607575939118631,0.814209782193524,0.220059981753536,0.308845275476816,0.37168493751194,0.774937679827576,0.181805964816355,0.532071013656735,0.64919940294343,0.429482394896386,0.151361811124485,0.0579832966395371,"Rodentia",1.11552856350483e-05,0.000137396745436089,0,0,0,3,"G",1,0,1183.208333455,4.435,3,431.671594608618,1447.58753323492,0.488987237219493,0.75,2.97104062142274e-05,0.375014855203107,0.241872213748705,0.139023561415704,"Very high"
"Alticola roylei","NT",0.00045610397686697,0.375,0.720851755857091,0.736783352221866,0.790473799658464,0.210959587571684,0.273552641853487,0.349968569031239,0.352660067106742,0.241392280901103,0.360510527403408,0.368106258627486,0.365399044537688,0.71823745358727,0.612989752462037,"Rodentia",1.06304406260497e-05,0.00013436793322691,0,0,0.142857142857143,2,"G",1,0,1089.32425003906,4.87,10,420.292679841918,3824.81212268349,0.404980612891317,0.25,0.0286004282461992,0.1393002141231,0.485507013176653,0.0290245487535097,"Low"
"Alticola semicanus","LC",0.00796157859200818,0.75,0.405088784025099,0.746310069218767,0.686144076281643,0.475248253256582,0.586509945125188,0.525721277087722,0.73033590695151,0.304017761850559,0.64704462738145,0.658111579315857,0.398939072131538,0.333258679641236,0.318180201354998,"Rodentia",1.06304406260497e-05,0.000136006974097355,0,0,0.142857142857143,2,"G",1,0,1396.125,4.87,10,439.83754981702,2262.46380364028,0.575838256860082,0,0.0286007560543733,0.0143003780271866,0.362897848722668,0.00524634811493622,"Very low"
"Alticola stoliczkanus","LC",0.0273492858553133,0.875,0.967215016947706,0.707915005558943,0.756252871331256,0.198787586749882,0.35692418907814,0.389102013331556,0.459533805671782,0.208102100151564,0.423536161141532,0.42766552437192,0.346483860967352,0.822404263193652,0.752464876399518,"Rodentia",8.8105638492851e-06,0.00011380206637515,0,0,0.428571428571429,2,"G",1,0,995.37629169867,7.77,4.99638000000001,367.837600942178,3865.98653338069,0.427430311835393,0,0.0857388082403306,0.0428694041201653,0.688886688479238,0.00570074162622878,"Very low"
"Alticola strelzowi","LC",0.00523425918097073,0.875,0.675242058617863,0.796181554756458,0.751082358046209,0.447696005313459,0.527404592610135,0.507042996531674,0.505545366486384,0.164118295870927,0.445288477196555,0.372281318446542,0.291449206678285,0.277888926919204,0.425422543798635,"Rodentia",1.4976716307077e-05,0.000142227251456428,0,0,0,3,"G",1,0,1000.708333455,7.3,2.225,367.308940683835,4085.38522215907,0.480809017193663,0,3.14407935527009e-05,1.57203967763505e-05,0.451757557703335,4.14389517328036e-06,"Very low"
"Alticola tuvinicus","LC",0.00159582833710864,0.75,0.644925805572241,0.778983759114122,0.709830577921105,0.368591901227993,0.545809068267881,0.489873576673044,0.533772758828102,0.20223989991562,0.492025344963512,0.528673872106573,0.29316201354969,0.311536209587672,0.351624479725434,"Rodentia",1.38163467374968e-05,0.000191024124146582,0,0,0,2,"G",1,0,798.568291713636,2.78666000000001,3.09128,499.992637691946,1094.43163954133,0.494296277256764,0,4.09680941768158e-05,2.04840470884079e-05,0.411936464644491,5.95425398017703e-06,"Very low"
"Anathana ellioti","LC",0.0181760747415294,0.5,0.71086800388151,0.53326433234388,0.809206178929399,0.789707432419746,0.246048021243253,0.316405492944525,0.329036979728967,0.104429696951422,0.190803445704561,0.245681932418982,0.170447510167696,0.115079720733305,0.284729402174446,"Scandentia",4.91397785644124e-05,0.000616708378222341,0.5,0.25,0.142857142857143,3,"G",2,0,3027.12445854223,4.84,1.962905,1202.19184244033,468.094458274096,0.373503102285243,0,0.178704598202786,0.089352299101393,0.325770640306158,0.0225012997576455,"Low"
"Anisomys imitator","LC",0.00215500430320823,0.5,0.817116327102929,0.530603461241951,0.366460193032731,0.315633118239235,0.108667316043776,0.0774759431351568,NA,0.548664149600693,0.298232358653903,NA,0.457222225470589,0.394413287949586,0.515205712470657,"Rodentia",0.000157990770075672,0.000765432060704315,0,0.25,0,1,"S",2,0,1076.24204166618,1.9132025,2.297645,765.403387467224,1338.26808796009,0.337869845677254,0,0.050184684566156,0.025092342283078,0.445778066365276,0.00469866352276457,"Very low"
"Anonymomys mindorensis","DD",7.01661670986702e-06,0.125,1,0.601741877031902,0.699419067414339,0.439156584996574,0.0804199833270636,0.137904150527123,NA,0.263134463705018,0.246102422773131,NA,0.326781899853651,0.227771689578401,0.0704638200817703,"Rodentia",1.6906841591649e-05,0.000194291751990453,0.5,0.25,0,1,"Ar",2,0,990.704291644642,3.6479875,3.18376,565.354895609111,902.500502751041,0.3493325562036,NA,0.150042239718716,0.150042239718716,0.284648505255376,0.0374948904549074,"Medium"
"Anourosorex assamensis","LC",0.000208784106625866,0.375,0.984342012667136,0.789958782655051,0.681015698850292,0.483539012846187,0.200297892787063,0.222992341663652,0.5996853410357,0.508474073516083,0.439130040658332,0.522547443864264,0.547458472014351,0.227432861933276,0.20750905749801,"Eulipotyphla",5.66149379529317e-06,0.000401311756408296,1,0,0,2,"G",1,0,830.21196666691,2.82,1.942665,515.933061825463,566.466267499999,0.499509909989098,0,0.200081394650041,0.10004069732502,0.35889854324101,0.0320366858661401,"Medium"
"Anourosorex schmidi","DD",9.36770141696043e-05,0.5,0.739036798901339,0.753966534827267,0.67975066592422,0.250555833515965,0.182737963427674,0.205201196143158,0.667509273262688,0.416359604525118,0.441174032813781,0.503649647604804,0.534737716461033,0.522701530708815,0.773144875563868,"Eulipotyphla",5.66149379529317e-06,0.000398708187955179,1,0,0,2,"G",1,0,831.535091667275,2.82,1.950075,512.01377514215,576.042659642856,0.463564246850571,NA,0.20008087393635,0.20008087393635,0.506995376437638,0.0457263462772849,"High"
"Anourosorex squamipes","LC",0.0141028829237581,0.625,0.872027386477399,0.724885033289571,0.703164994640196,0.504973877915851,0.299487978571178,0.313472054755394,0.612753990492466,0.266050655978707,0.415510150463332,0.469882115166213,0.359200743202007,0.302224442026395,0.634870656769159,"Eulipotyphla",5.66149379529317e-06,0.000605780759697076,1,0,0,1,"G",1,0,886.786966662164,2.82,1.82535,578.28845237245,190,0.466938159447492,0,0.200122288450698,0.100061144225349,0.489645073639342,0.0238449899230744,"Low"
"Anourosorex yamashinai","LC",0.000405122015821347,0.625,0.411433399042523,0.677421923661582,0.712493605225411,0.467908743239875,0.113201627632488,0.158080141959552,0.301885974396651,0.303506703635579,0.316387763259127,0.319440609222184,0.414403935768233,0.168080505916768,0.347344583235356,"Eulipotyphla",5.66149379529317e-06,0.000399357128123107,1,0,0.285714285714286,2,"G",1,0,895.470924998175,2.82,1.928855,537.020920975377,556.019529297342,0.378473102800068,0,0.257223860867241,0.12861193043362,0.310452722042094,0.0335645111252277,"Medium"
"Antilope cervicapra","LC",0.0208050275539588,0.5,0.685089637079143,0.533702361545482,0.821068060824295,0.826148743212031,0.257728017245782,0.331819240404939,0.331308613200619,0.0969404171355698,0.190222633771788,0.276357521642003,0.154115872332976,0.105825361515664,0.284729402174446,"Cetartiodactyla",0.0116454194448424,0.0274568358403524,0,0,0.142857142857143,3,"G",1,0,8723.5,1,1.9,2747.350266657,0.040154802709524,0.381941148131549,0,0.0363918796284675,0.0181959398142338,0.319289885664642,0.00473078427499467,"Very low"
"Apodemus agrarius","LC",0.136778346713799,1,0.802742517842263,0.722427818706942,0.711773167125772,0.52955627442022,0.482430086228214,0.453282745058976,0.594880267004182,0.197618422518354,0.431190655449722,0.482711823907742,0.294609579400036,0.138191267391976,0.700964943064399,"Rodentia",6.03416480759991e-06,2.60572197500567e-05,0.5,0.75,0.428571428571429,3,"G",1,0,1460,5.68,3.335,504.40745,1098.35,0.490048083982016,0,0.335720703991197,0.167860351995599,0.555735415002488,0.0365450465468327,"Medium"
