"species","IUCN_category","area_global","pa_count","pa_quality_mean","mhw_freq","mhw_total_days","mhw_max_int","mhw_mean_int","mhw_cum_int","slope_intensity","slope_freq","slope_cum","slope_max","slope_total","dem_mean","dem_range","order","adult_mass_g","brain_mass_g","trophic_level","det_diet_breadth_n","habitat_breadth_n","activity_cycle","foraging_stratum","fossoriality","hibernation_torpor","max_longevity_d","litter_size_n","litters_per_year_y","generation_length_d","density_n_km2","Exposure","IUCN_num","Trait_sensitivity","Sensitivity","Suitability","Risk_index","Risk_level"
"Exilisciurus whiteheadi","LC",0.00184383441051396,0.625,0.265525871849677,0.593779125235048,0.463186959013854,0.544719761183164,0.11194054123412,0.109732769318497,NA,0.518573494331622,0.312697768443625,NA,0.470607765192059,0.141927923508667,0.248919984317846,"Rodentia",7.18633935398157e-06,0.000401491946526767,0,0.25,0,3,"Ar",2,0,1862.09312503103,1.94,1.67013,1129.95146343204,518.253706542388,0.390654772993998,0,0.0500817356571761,0.0250408678285881,0.256643522817341,0.00727176174015793,"Very low"
"Falsistrellus mordax","DD",0.00149950579627996,0.875,0.447746227407244,0.606277653826261,0.607346103079813,0.512829920438932,0.092270791745345,0.127416161691717,0.35779183388838,0.295100875490615,0.218331160573754,0.310059996726281,0.310474494274897,0.105401577714387,0.290522474302333,"Chiroptera",2.69875924745462e-06,2.91266915586703e-05,1,0,0,1,"A",2,1,6269.22540000949,1.30933273618539,0.998,2174.01978395026,2242.86725412169,0.3437898991736,NA,0.200006365090161,0.200006365090161,0.344033957044049,0.04510433537395,"High"
"Falsistrellus petersi","DD",0.000334174262119748,0.875,0.399671005984287,0.712808433648543,0.670587309338363,0.468638106738783,0.0756520798403932,0.131756947621911,0.372090296526319,0.514150239243358,0.293585419227709,0.269506158758971,0.523459886241005,0.171303015837464,0.310939759745577,"Chiroptera",2.2608708079942e-06,2.58370847217175e-05,1,0,0,1,"A",2,1,6120.28471667166,1.41447023618539,0.99775,2113.32787966721,2445.60757347859,0.403223487718535,NA,0.200005619591106,0.200005619591106,0.35144959116589,0.0523036211458031,"High"
"Felis bieti","VU",0.0111549007341861,0.5,0.978502567337708,0.725248054177473,0.681503572016987,0.251981657983649,0.376938560280722,0.361975475952194,0.674377514595158,0.266097093863419,0.511163613825687,0.572904617603818,0.39011366809287,0.672689861193423,0.635654129866898,"Carnivora",0.00170347298607055,0.00764757274280169,1,0,0.142857142857143,2,"G",1,0,10220,3.69,2.02,2905.4,0.36,0.481230382839198,0.5,0.230441637717203,0.365220818858602,0.559600291826443,0.077402606823007,"High"
"Felis chaus","LC",0.0873546471948315,1,0.701429268930953,0.635059570612875,0.803473380562642,0.741217003559605,0.283922362769889,0.347014963809369,0.443417148106506,0.180300508301095,0.342845687221949,0.366737215373822,0.294471372050256,0.166020676838498,0.867208172433192,"Carnivora",0.00310504207947965,0.00819933848135117,1,0.25,0.714285714285714,2,"G",1,0,7300,3,2,1903.782066657,3.72707535806025,0.443845921236801,0,0.395118018969309,0.197559009484655,0.564402553079495,0.0381956934326764,"Medium"
"Felis margarita","LC",0.0422383777927116,1,0.717811774393866,0.713926081334559,0.819513647633398,0.848668999699427,0.34349322396036,0.397202762572203,0.582047412827721,0.222925637400188,0.563175767680821,0.485602737791447,0.453846321282051,0.124291651063302,0.42890834518909,"Carnivora",0.000853488046793119,0.0048540804634898,1,0,0,2,"G",1,0,5073.5,4.5,2,1730.465,7.27706203622034,0.543040259218218,0,0.201141513702057,0.100570756851028,0.462650029687794,0.0293468150883594,"Medium"
"Felis silvestris","LC",0.0229122457907167,1,0.906193815613997,0.704761283681318,0.826723128956178,0.52453020994706,0.39322582103248,0.471718538492109,0.867879149226501,0.305976877872987,0.806427305226959,0.79804236258734,0.561376819842042,0.219043994923052,0.416491839217297,"Carnivora",0.00156359402719299,0.00764757274280169,1,0,0.571428571428571,2,"G",1,0,10220,3.69,2.02,2905.4,0.36,0.626066149686497,0,0.316127947639713,0.158063973819857,0.512928379109012,0.0481998786975474,"High"
"Feroculus feroculus","EN",3.13687671259519e-05,0.625,0.565098546971659,0.566472315134778,0.683716823860874,0.495318762984876,0.13723452797231,0.195321705066651,0.374853315439549,0.0251305721022542,0.0656339381141995,0.288366743186666,0.0140959429997755,0.224797922239537,0.191759412319005,"Eulipotyphla",1.06273350342804e-05,0.000109951289218213,0.5,0.25,0.285714285714286,1,"G",1,0,760.577874991239,3.44832249999996,3.17494000000003,576.77573587516,1822.5473236744,0.284614464686193,0.75,0.207166972867708,0.478583486433854,0.321337450059465,0.0924418358463314,"Very high"
"Funambulus layardi","VU",1.51132304652325e-05,0.625,0.62854609929078,0.600384567321707,0.708516088113231,0.542228135644129,0.0945891523155009,0.171705822936499,NA,0.158495074105979,0.162746297321199,NA,0.198360011723451,0.126589548944249,0.167376357017363,"Rodentia",5.16242519797907e-05,0.000638180922947749,0.5,0.5,0.142857142857143,3,"S",2,0,1973.97779172715,2.465,1.69976,1133.38487624884,243.862481684896,0.329628143685212,0.5,0.228709389606414,0.364354694803207,0.309505423696571,0.0829294769531885,"High"
"Funambulus obscurus","VU",2.97939406129782e-05,0.5,0.627314555044327,0.599479695835576,0.709662108776559,0.480652179843406,0.0921428683511455,0.175527419685573,NA,0.194157029075984,0.177174550761062,NA,0.228429356564421,0.179706542697106,0.227655832063314,"Rodentia",2.14782726759449e-05,0.000502594011373894,0.5,0.5,0,3,"S",2,0,1807.99100004892,2,1.683295,1127.43862926642,294.036037988135,0.332153151111716,0.5,0.20010481445681,0.350052407228405,0.306941344749072,0.0805826299150773,"High"
"Funambulus palmarum","LC",0.014980272246727,0.75,0.611503490612726,0.529591438214913,0.80165192789949,0.781423675893091,0.229054158157236,0.299672748836403,0.336702322714323,0.100575283898761,0.174814943209646,0.249300968776892,0.151850218114033,0.112235635546548,0.24839493248661,"Rodentia",4.18105819890466e-05,0.000517975172251086,0.5,0.5,0.571428571428571,3,"S",2,0,2004.458333455,2.62,1.70819,1106.46449576007,623.583406294985,0.365463768571479,0,0.314397671436562,0.157198835718281,0.347422866178522,0.0374908688680999,"Medium"
"Funambulus pennantii","LC",0.0344943658673559,0.625,0.70559754243566,0.57470728675676,0.807481490096991,0.842178913988519,0.302505188922391,0.363580520289182,0.289436746177173,0.105930444839378,0.182663565902228,0.232998019923589,0.152947876451802,0.109910232146699,0.672358721968415,"Rodentia",3.82919465145172e-05,0.000409845727696628,0.5,0.5,0.428571428571429,3,"S",2,0,1852.375,3.14,2.585,1066.19871259635,691.084654780589,0.385443005334801,0,0.285803913249128,0.142901956624564,0.429472172483626,0.0314249920238591,"Medium"
"Funambulus sublineatus","VU",0.000253555088408529,0.375,0.871869438272826,0.570508092350579,0.733889749567665,0.541252087500185,0.185435126837887,0.230051386211187,0.294912392029651,0.108270318163617,0.186363527819233,0.219282071842348,0.157546449205547,0.218299776723491,0.243734778609717,"Rodentia",2.14782726759449e-05,0.000502594011373894,0.5,0.5,0,3,"S",2,0,1807.99100004892,2,1.683295,1127.43862926642,294.036037988135,0.32275112015279,0.5,0.20010481445681,0.350052407228405,0.341831509738888,0.0743597487038127,"High"
"Funambulus tristriatus","LC",0.000942203125281396,0.375,0.888590705497704,0.649043646156394,0.753288071917671,0.646489119478469,0.20130483793729,0.236286714749975,0.356250117700238,0.120648903451789,0.252574411136302,0.244086205222179,0.241578565809136,0.151897673587286,0.281713857640258,"Rodentia",4.1257786654125e-05,0.000514834422236544,0.5,0.5,0,3,"S",2,0,2078.66891670889,2.695,1.72578,1116.06347034907,258.682240153148,0.370155059355944,0,0.200111218441778,0.100055609220889,0.339628887970106,0.0244575639187633,"Low"
"Galeopterus variegatus","LC",0.0167351706891497,1,0.531197380698853,0.627965159118283,0.585339909298071,0.576696303639928,0.119735483851483,0.151270712193285,0.591305521415787,0.448576423781307,0.315576946972978,0.480879876277965,0.456374651159801,0.0906017614300253,0.358925941745413,"Dermoptera",0.000327431857004468,0.00143193512254381,0,0,0.142857142857143,1,"Ar",2,0,6387.5,1,1.311792535934,2254.72809721784,365.7264148489,0.435372098770889,0,0.0289233019673382,0.0144616509836691,0.399492050912688,0.00378091775297978,"Very low"
"Gazella arabica","VU",0.0029901975366492,0.875,0.738324935147543,0.733357997247297,0.778982033462934,0.813964867451494,0.21251962726904,0.257304437978664,0.563869950453704,0.388876255460981,0.5357249611472,0.5101330739534,0.596607306731912,0.169488892590829,0.393935696744791,"Cetartiodactyla",0.00749158796897848,0.0154240561464696,0,0,0.285714285714286,2,"G",1,0,7592,1.5,1.245,2190,12.9805,0.539134051115663,0.5,0.0617259859659468,0.280862992982973,0.435947944403962,0.0854103434177496,"High"
"Gazella bennettii","LC",0.0327898877351402,0.625,0.747195300663291,0.609441167504918,0.829433216056287,0.85043871569471,0.286513203954902,0.360127037551449,0.41686941015661,0.140395910909019,0.333504865088432,0.350165598866994,0.270094352151969,0.160607168391079,0.470744145952472,"Cetartiodactyla",0.00691821653578983,0.0178055875279694,0,0,0.285714285714286,2,"G",1,0,8650.5,1.22,1.1,2141.73375,0.460357758987805,0.444698347793529,0,0.062087617955609,0.0310438089778045,0.407267300548396,0.0081827523040872,"Very low"
"Gazella dorcas","VU",0.117499376815733,1,0.831359047633927,0.749552899555279,0.727106349093419,0.729430223108196,0.274123793881033,0.280972103872865,0.490828336249537,0.356585745697104,0.546606878331721,0.758507869562022,0.556123514542577,0.103997286183995,0.154045871985091,"Cetartiodactyla",0.0147157534307092,0.0145830879948463,0,0.25,0,2,"G",1,0,8650.5,1.22,1,2190,0.33196458874,0.546983771389375,0.5,0.0558597682851111,0.277929884142556,0.441380316523749,0.084923116230757,"High"
"Gazella gazella","EN",0.000176059862052003,0.625,0.843545032794753,0.768471657072948,0.75446908669305,0.683354265014839,0.271514659374694,0.288964195201215,0.56729133078382,0.416996612486775,0.587391312069084,0.759390363496936,0.626004124184327,0.0961968814020929,0.26454787374346,"Cetartiodactyla",0.0109678523022045,0.0154240561464696,0,0,0.285714285714286,2,"G",1,0,7592,1.475,1.245,2190,1.33461538461538,0.572384760637769,0.75,0.062421238832592,0.406210619416296,0.365893169560472,0.147435398029313,"Very high"
"Gazella marica","VU",0.0310065599010152,0.875,0.746232643230086,0.674711809136084,0.86501305505604,0.89612758665835,0.21099664622615,0.30256510423287,0.613661109142532,0.32059458654453,0.57109661203243,0.549150646702044,0.609788895755577,0.136060614813941,0.320137498030907,"Cetartiodactyla",0.00627274568408691,0.0197779506065858,0,0,0,2,"G",1,0,7300,1.39,1,2496.146666657,0.64,0.561370605148661,0.5,0.00521013925813454,0.252605069629067,0.42168746319519,0.0820076444437539,"High"
"Gazella subgutturosa","VU",0.0843095993157817,1,0.806661936664261,0.737250792609311,0.775485286539969,0.665732500329844,0.424862896778553,0.440798758803813,0.593349681245292,0.209069712417284,0.540862588347399,0.495046697901691,0.378186083979645,0.254689993224979,0.77657332419775,"Cetartiodactyla",0.0117201663803399,0.0215470008676154,0,0,0.285714285714286,2,"G",1,0,7300,1.39,1,2496.146666657,0.64,0.52606449989528,0.5,0.0637962905924482,0.281898145296224,0.584446970680554,0.0616251042046155,"High"
"Genetta genetta","LC",0.16562002154479,1,0.771969095766353,0.705708467730632,0.770567971432837,0.762516670862742,0.160704596716026,0.209262495870486,0.576634926779488,0.391720200821839,0.464445300108975,0.489954389854435,0.608947519623513,0.243652005021802,0.391000407191003,"Carnivora",0.000579161809042361,0.00297312204034976,0.5,0.25,0.285714285714286,1,"Ar",1,0,12410,2.29,2,4194.899833343,1.88,0.514046253980097,0,0.207853313912736,0.103926656956368,0.51444830590479,0.0259396809317073,"Low"
"Gerbillus andersoni","LC",0.00139569970569483,0.5,0.970181389774736,0.723772759869976,0.701080550943409,0.673358972534477,0.259581662312546,0.251622062471802,0.559922194657742,0.393891550988113,0.503623328226656,0.891550642946586,0.560239558546858,0.0925462873029534,0.195867792559449,"Rodentia",7.99068762221028e-06,0.000270195258217802,0.5,0.5,0.142857142857143,2,"G",1,0,2156.541666545,4.1,3.22035500000001,695.141992749841,1887.28734765449,0.551864328349817,0,0.228627065760597,0.114313532880298,0.351998233868567,0.0408795549740861,"Medium"
"Gerbillus aquilus","LC",0.00663540751285795,0.5,0.844368386363519,0.670104288172607,0.854757641721867,0.871820736286133,0.297874511828577,0.390905821433023,0.689964741080918,0.212963407244068,0.648038324726759,0.544610791020269,0.503492169007892,0.21653788469012,0.312496306252857,"Rodentia",1.05295088935499e-05,0.000204918133508967,0.5,0.5,0.142857142857143,2,"G",1,0,970.291666545,8,3.80531500000002,579.182371975073,2477.19279233923,0.568453243252211,0,0.228614518099909,0.114307259049955,0.376007596963871,0.04054598561371,"Medium"
"Gerbillus cheesmani","LC",0.027121177817642,1,0.749303752798166,0.685560957227691,0.849613041103587,0.896053709473602,0.19695854302022,0.282878241972818,0.592578226866343,0.337421408589731,0.555512567493719,0.525967744698842,0.617438740738074,0.133282147512211,0.336231637056376,"Rodentia",1.05295088935499e-05,0.000196651248802652,0.5,0.5,0.142857142857143,2,"G",1,0,970.291666545,8,3.80516000000002,578.874471899971,3053.75436930319,0.553998318118463,0,0.228612864722968,0.114306432361484,0.449187743036879,0.0348805008393256,"Medium"
"Gerbillus dasyurus","LC",0.0182893542245412,1,0.652114643515767,0.691385646631594,0.838496413781809,0.845451872385204,0.260153637697623,0.339958149483382,0.595939359301354,0.313706442536968,0.596307152970884,0.563047253771527,0.561816501196362,0.135233730418888,0.455811870968117,"Rodentia",7.99068762221028e-06,0.000252290445486983,0.5,0.5,0.428571428571429,2,"G",1,0,638.75,4.14,3.11634500000002,568.812423633373,1623.57654628743,0.560626242975671,0,0.285766341940908,0.142883170970454,0.452289919825463,0.0438737985646987,"High"
"Gerbillus famulus","LC",0.000623374599028694,0,NA,0.69783876724625,0.696273231341635,0.659416104478877,0.171495967288924,0.200189207338653,0.519234719476693,0.30553856983218,0.365935777369264,0.437918378796192,0.432981925075884,0.228140649685268,0.370183562992627,"Rodentia",1.09409998029719e-05,0.000199661900499497,0.5,0.5,0.428571428571429,2,"G",1,0,1401.94827081356,4.15484916666664,3.08864000000001,602.675042650089,1449.02932276344,0.448682264824455,0,0.285756406294346,0.142878203147173,0.149736896819231,0.0545077451482555,"High"
"Gerbillus floweri","LC",0.000930942462370406,0.5,0.988000531341786,0.723145946644896,0.705670802505791,0.712933553659802,0.276567999720367,0.267542719150221,0.473293692462191,0.354704289012269,0.51881015835325,0.693566332661287,0.537774598005667,0.187069452464867,0,"Rodentia",1.18416214160466e-05,0.000176504265718316,0.5,0.5,0.428571428571429,2,"G",1,0,2993,3.3,5,812.449065482792,2231.59845778618,0.526401009217574,0,0.285751954891713,0.142875977445856,0.335200185253805,0.0499996331044031,"High"
"Gerbillus gerbillus","LC",0.111314005211202,0.875,0.861278844117657,0.727716450465813,0.714649729082207,0.747409147354625,0.276709353574127,0.278874110769196,0.505765419319381,0.352797548424792,0.541361879644265,0.688408642158469,0.540467681055316,0.109582967628669,0.208072110227242,"Rodentia",8.2531101267096e-06,0.000672437864712703,0.5,0.5,0.142857142857143,2,"G",1,0,2156.541666545,4.1,3.17617500000001,702.197796850203,1157.47046872295,0.537415996184819,0,0.228707566766396,0.114353783383198,0.433049585436954,0.0348422509185363,"Medium"
"Gerbillus gleadowi","LC",0.00217969753856769,0.375,0.805134048876639,0.614168111371482,0.817081713671888,0.912981027439528,0.296077045380917,0.360515992222267,0.391743006783068,0.0947768647502263,0.263374319232332,0.342506160080858,0.169695567430747,0.0721218938799667,0.0834688711600466,"Rodentia",7.54192961155758e-06,0.000125034256009962,0.5,0.5,0,2,"G",1,0,1476.3428749843,3.25,3.79339500000001,551.854047783329,2568.13535719052,0.426291980836331,0,0.200026515237124,0.100013257618562,0.267580902291044,0.0312265781483124,"Medium"
"Gerbillus henleyi","LC",0.045577998497847,1,0.739523092615346,0.679699507198349,0.836180253697381,0.821231576260558,0.191220673669801,0.26437649701028,0.589445155263872,0.338505911893431,0.53006904694319,0.490830920197138,0.615997293318733,0.203412064188962,0.444294435471275,"Rodentia",2.50931814953203e-06,0.000272971005507463,0.5,0.5,0.285714285714286,2,"G",1,0,1788.16237496824,4,3.00786500000001,727.344816708097,880.532198435438,0.535755683545273,0,0.257197953207589,0.128598976603794,0.486561518154686,0.035374695891857,"Medium"
"Gerbillus mesopotamiae","LC",0.00260845042491077,0.5,0.990296653689063,0.670675583518564,0.861573248852894,0.961294412280639,0.275625313174667,0.35850240407664,0.54865601872947,0.282743548917916,0.543593731214922,0.497577893920002,0.500735892285935,0.0562497753662433,0.0565327491420862,"Rodentia",5.66149379529317e-06,0.000151365453770342,0.5,0.5,0,2,"G",1,0,1453.10454164683,4.23932633333331,3.20919000000001,581.420335800102,1732.94243066691,0.550097804697165,0,0.200031405389513,0.100015702694757,0.321137525724461,0.0373499397052395,"Medium"
"Gerbillus nanus","LC",0.121128307906082,1,0.799621546756486,0.676918586492768,0.837959033801331,0.86362011301102,0.237079960257898,0.31174144458639,0.530897147965303,0.259849068394933,0.483920971990719,0.439126580042915,0.490677749189086,0.16700952673541,0.487097040889169,"Rodentia",8.18737510092771e-06,0.000106854800370388,0.5,0.5,0.428571428571429,2,"G",1,0,1639.458333455,4.18666666666667,3,541.617178383373,1435.18047315806,0.513179065573236,0,0.28573729414938,0.14286864707469,0.514971284457429,0.0355609467638119,"Medium"
"Gerbillus poecilops","LC",0.00121023767067689,0.5,0.822125095772097,0.724966094697411,0.711886284705729,0.758300152851764,0.1680454959054,0.196079434441934,0.617976964632186,0.439492689224199,0.463509104634428,0.575148048104619,0.581915655016229,0.119823243437837,0.339939513643281,"Rodentia",9.2329243298994e-06,0.000218716479578616,0.5,0.5,0.142857142857143,2,"G",1,0,1819.5538957661,4.12832466666662,3.13491000000001,672.959370349972,1836.89952914857,0.52373199242139,0,0.22861701845221,0.114308509226105,0.356619618104778,0.038517268305775,"Medium"
"Gerbillus pyramidum","LC",0.0396973994959556,0.875,0.732708741047752,0.685866980513658,0.67216457609459,0.719462786647434,0.270790379227277,0.253367768256808,0.461463872816639,0.328109294470144,0.495521671047788,0.657443888178325,0.511687085886705,0.182618265625552,0.00646533293372256,"Rodentia",1.18416214160466e-05,0.000179572622928685,0.5,0.5,0,2,"G",1,0,2993,3.3,5,951.2818,2344.5772923344,0.505587830313937,0,0.200038282848869,0.100019141424434,0.367297947820596,0.0319947688621155,"Medium"
"Glirulus japonicus","LC",0.00250378757928576,0.75,0.645159279935336,0.594743670075932,0.785268232823669,0.502654442428225,0.385148117639831,0.436783494256712,0.789225596503062,0.157761748466436,0.578111273703406,0.601376574047759,0.363672777031613,0.135223026827333,0.315782204845118,"Rodentia",1.41708152429637e-05,0.000291849038639781,0.5,0.75,0,1,"Ar",2,0,2555,4,1.5,883.5172,853.216585010488,0.519474592697664,0,0.250061203970777,0.125030601985388,0.369733659837415,0.0409359381083272,"Medium"
"Glis glis","LC",0.0440732751967603,1,0.890230925574969,0.68323274952712,0.806688118917197,0.501216081115891,0.388513553071019,0.453890381401665,0.853373456376211,0.299656059590106,0.761324736255385,0.761959241930346,0.537489191318918,0.224781111434194,0.46620293590003,"Rodentia",4.29425701889283e-05,0.000369446937386463,0.5,0.25,0.285714285714286,2,"Ar",2,1,3285,4.73,1.19,1152.9402,136.666666666667,0.604734356950386,0,0.207225335044372,0.103612667522186,0.525057649621191,0.0297590042182953,"Medium"
"Glischropus bucephalus","LC",0.0127972158062432,0.875,0.512487658839306,0.684726801106166,0.789458258429863,0.659170940152965,0.207970266019396,0.279093307554188,0.353019591616778,0.244736626165637,0.281044957336007,0.313356454192415,0.30544461464004,0.104359527581291,0.2438091647175,"Chiroptera",8.307457982671e-07,5.65583064342316e-06,1,0,0,1,"A",2,1,1145.22524845146,1,2,1371.08164841705,2694.73584564571,0.411802181721346,0,0.200001297315288,0.100000648657644,0.349690713388868,0.0267800520117393,"Low"
"Glischropus javanus","DD",7.80659045935839e-06,0.25,0.539951573849878,0.598574803674456,0.603042861862784,0.418747388212702,0.0920585931856869,0.143793029433282,NA,0.450283899172213,0.269047538289511,NA,0.420345428827767,0.173159907251137,0.0603933314878027,"Chiroptera",1.11801303692021e-06,9.92224589110436e-06,1,0,0,1,"A",2,1,970.029731017562,1.7418275,1.11265,1476.88157368303,2833.47729144101,0.3744866928323,NA,0.200002208051786,0.200002208051786,0.204702523835856,0.0595663219536746,"High"
"Glischropus tylopus","LC",0.0162928062036972,1,0.481301726293437,0.607869544898618,0.550266301927992,0.572896523537597,0.111470883663215,0.135103843305799,0.409848327907953,0.46887624959918,0.30492820414436,0.358311086019214,0.457976966786269,0.0900393542480869,0.358925941745413,"Chiroptera",8.307457982671e-07,5.65583064342316e-06,1,0,0,1,"A",2,1,1145.22524845146,1,2,1371.08164841705,2694.73584564571,0.39775479317902,0,0.200001297315288,0.100000648657644,0.389311965698127,0.0242905668396609,"Low"
"Glyphotes simus","DD",0.000239719304045308,0.375,0.293729082261759,0.688418362923866,0.60336191803624,0.498639047624014,0.0991898584677111,0.140144053838012,NA,0.524935588511528,0.287278997776532,NA,0.469984339429117,0.196414350353657,0.213614784994984,"Rodentia",1.5763983820575e-05,0.000409049829629009,0,0.5,0,3,"Ar",2,0,1820.75991671984,2.41306083333334,1.644675,1109.67498716548,346.893420981481,0.413994020825877,NA,0.10008496276269,0.10008496276269,0.215799587382889,0.0324930117199808,"Medium"
"Golunda ellioti","LC",0.0339755353062212,0.875,0.65826119683854,0.560381452654281,0.807062460482529,0.818573059598706,0.278851641928329,0.345150004681653,0.304700179144317,0.105754735749137,0.186770398279594,0.248764436415159,0.158305200540574,0.103761356274941,0.456102682060381,"Rodentia",1.83105690713377e-05,0.000165433046320127,0,0,0.285714285714286,2,"G",1,0,879.041666545,4.165,3.30537500000001,519.022983766904,1727.48133459102,0.381431356947428,0,0.0571796058659354,0.0285898029329677,0.425420154096017,0.00626582041305738,"Very low"
"Gulo gulo","LC",0.276551534653216,1,0.601848874688977,0.719162784240766,0.770455757618167,0.398324717769206,0.730119880655849,0.71922124630148,0.626497214514566,0.162941854777551,0.558507758226982,0.568546237378291,0.288832153665648,0.124669434151968,0.591073037907819,"Carnivora",0.00397227547544335,0.0163627947571489,0.5,0.75,0.428571428571429,1,"G",1,0,7117.5,2.84,0.5,2622.30185,0.007916144,0.554260960514851,0,0.339781299760804,0.169890649880402,0.518828576280396,0.0453089079527802,"High"
"Hadromys humei","EN",2.42961147607267e-05,0.125,1,0.759391216950627,0.710434905023719,0.53244624136647,0.219849167489827,0.247468355276396,0.318921933982051,0.559681002141703,0.416071919581438,0.349118433529413,0.557416308278365,0.205075006578242,0.185913370693333,"Rodentia",1.77733016952621e-05,0.000241622226331751,0,0,0,1,"G",2,0,813.995624965685,3.177365,3.29603500000001,613.477957925523,945.506250261968,0.467079948362001,0.75,5.18791056054026e-05,0.375025939552803,0.303202534677267,0.122055988835718,"Very high"
"Hadromys yunnanensis","DD",3.20442899925461e-05,0.125,0.714285714285714,0.692319871016749,0.651529722479133,0.523999931237651,0.24291437037934,0.245648432483376,0.363976135039613,0.333227364381173,0.279720956944191,0.273953154842428,0.317544224919479,0.257487099609325,0.10128781956622,"Rodentia",1.77733016952621e-05,0.000240432565906978,0,0,0,1,"G",2,0,889.530854134603,3.32791749999999,3.26289500000001,609.740841792238,1070.76015632018,0.392483416372313,NA,5.16411735204481e-05,5.16411735204481e-05,0.23961853555025,1.54116428361858e-05,"Very low"
"Haeromys margarettae","DD",2.5742577101572e-05,0.25,0.0221748400852872,0.6381630996525,0.534633471868819,0.541086552386418,0.101100682318625,0.119919065576419,NA,0.535120486709047,0.338955561372704,NA,0.542496650409636,0.119843106431507,0.110339672060883,"Rodentia",3.81056110083638e-06,0.000133064570504252,0.5,0,0,1,"Ar",2,0,1115.96620834112,3.033625,3.47044000000001,559.680911875479,973.382573811179,0.418934446286771,NA,0.100027375026321,0.100027375026321,0.100476672230956,0.0376944467648004,"Medium"
"Haeromys minahassae","NT",0.000502149473343914,0.875,0.311192638235771,0.860303414143057,0.870130825287753,0.483894537906563,0.0689664590059251,0.180408638713532,NA,0.817956590072503,0.383432521565359,NA,0.810349557744979,0.128438077469004,0.220599618049637,"Rodentia",4.01553015760509e-06,0.000152547364592332,0,0,0,1,"Ar",2,0,1122.73087500694,3.100165,3.53572000000001,559.613277783793,1049.0396874758,0.559430318054959,0.25,3.13125789499874e-05,0.125015656289475,0.307146496645551,0.0484564753971574,"High"
"Haeromys pusillus","VU",0.000612634199597027,0.75,0.618709384079669,0.679755188057723,0.618752815591478,0.501665179289619,0.0925482833801823,0.134282469647571,NA,0.517339127689318,0.286500468512613,NA,0.472899735937581,0.16692925490369,0.249695820079332,"Rodentia",3.01863519968457e-06,8.6144141912925e-05,0.5,0,0,1,"Ar",2,0,1103.07562500292,2.8790025,3.44501000000001,464.202962541727,1495.23494846455,0.412967908513261,0.5,0.100017832555423,0.300008916277711,0.357189418652458,0.0796404093211279,"High"
"Hapalomys delacouri","NT",0.00464945692004416,0.625,0.795779972591087,0.772731901520497,0.685715446899428,0.574863797782888,0.220556802799108,0.236124201797265,0.509836539552359,0.318742352857559,0.365670859611339,0.395394933195448,0.369596764423198,0.17871123596844,0.292703808216931,"Rodentia",2.11894526414072e-05,0.00026512123836343,0,0.25,0,1,"Ar",2,0,839.034624960575,3.02440749999999,3.32683500000001,636.322186233953,594.40739454092,0.444923360043909,0.25,0.050057262138201,0.1500286310691,0.3793688947393,0.0414278974959795,"Medium"
"Hapalomys longicaudatus","EN",2.47660298752253e-05,0.375,0.367302281963113,0.628463970564966,0.794882416348701,0.66269756525648,0.178322184037011,0.270794007807063,0.270668260671345,0.255274605871718,0.357335810883688,0.236945800501019,0.364785174966259,0.0888978440496917,0.16875396657718,"Rodentia",2.11894526414072e-05,0.000269223249946954,0,0.25,0,1,"Ar",2,0,867.179166628215,3.00230749999999,3.32532000000001,637.17636220061,589.295575987057,0.402016979690825,0.75,0.0500580825405177,0.400029041270259,0.199995771723972,0.128655453552937,"Very high"
"Haplonycteris fischeri","LC",0.00314033926285839,0.875,0.650152316818983,0.636183867020204,0.664119339918957,0.543995435480328,0.091209707330177,0.143437184240014,0.41757499437166,0.359121969293759,0.275979311744262,0.346372081837561,0.419826912696369,0.104722473973851,0.280662071621563,"Chiroptera",5.0791953385639e-06,0.000117496850057728,0,0,0.142857142857143,1,"Ar",2,0,3650,1,1,1350.0402,2028.61222042827,0.389782080393329,0,0.0285959437805078,0.0142979718902539,0.382735440335451,0.00344007293783762,"Very low"
"Harpiocephalus harpia","LC",0.0118040460037155,1,0.683871826531596,0.65681691627703,0.625903884725816,0.554236416882668,0.140964057732047,0.171996306348719,0.52149497183109,0.370569197060442,0.320245204708777,0.446677042233,0.413869350285228,0.115783301922634,0.833736928351767,"Chiroptera",4.18944329668156e-06,7.49397560253569e-05,1,0,0,1,"A",2,1,5664.52498526442,1.12836,1.03032,1909.12713148914,1784.07472687628,0.422277334808482,0,0.200015825839864,0.100007912919932,0.529039220561942,0.0198891799644037,"Low"
"Harpiola grisea","DD",1.0217494003236e-05,0.125,0.285714285714286,0.554631826549925,0.813692929350687,0.722469354294078,0.369456311755926,0.445137545868773,0.345796286078451,0.0934149175072389,0.155345373736437,0.175282085695814,0.111747277543913,0.185527673513712,0.0896115581608595,"Chiroptera",1.19254723938156e-06,5.43820817625983e-05,1,0,0,1,"A",2,0,5193.41948525687,1.18887,1.01735,2110.20098907862,2134.59258448296,0.378697390838124,NA,0.2000111149258,0.2000111149258,0.137172746976572,0.0653537176995784,"High"
